codigo_ocorrencia,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_fase_operacao_icao,aeronave_tipo_operacao,aeronave_nivel_dano,total_fatalidades,aeronave_dia_extracao
200906053273607,PRMBP,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,ACIMA DE 5700 KG,166,2000,FRAN«A,BRASIL,TPR,REGULAR,****,****,T¡XI,TAXI,VOO REGULAR,NENHUM,0,5/31/2019
200912191355422,PRMBP,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,ACIMA DE 5700 KG,166,2000,FRAN«A,BRASIL,TPR,REGULAR,****,****,CRUZEIRO,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
200911267476270,PRMBP,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,ACIMA DE 5700 KG,166,2000,FRAN«A,BRASIL,TPR,REGULAR,****,****,CRUZEIRO,EN ROUTE,VOO REGULAR,LEVE,0,5/31/2019
200906082126108,PRMHE,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,ACIMA DE 5700 KG,184,2007,FRAN«A,BRASIL,TPR,REGULAR,****,****,DECOLAGEM,TAKEOFF,VOO REGULAR,NENHUM,0,5/31/2019
201011075122843,PRMHE,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,ACIMA DE 5700 KG,184,2007,FRAN«A,BRASIL,TPR,REGULAR,****,****,SUBIDA,EN ROUTE,VOO REGULAR,LEVE,0,5/31/2019
200906014832005,PTFAX,ORG√O P√öBLICO,AVI√O,EMBRAER,EMB-121A1,E121,TURBOHELICE,BIMOTOR,5670,ENTRE 2250 E 5700 KG,7,1982,BRASIL,BRASIL,AIF,ADMINISTRA«√O INDIRETA,****,****,APROXIMA«√O FINAL,APPROACH,VOO PRIVADO,LEVE,0,5/31/2019
201702231504492,PTMZY,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,70000,ACIMA DE 5700 KG,184,2001,FRAN«A,BRASIL,TPR,REGULAR,SBSP,SBCF,DECOLAGEM,TAKEOFF,VOO REGULAR,LEVE,0,5/31/2019
200906028230785,PTMZY,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,70000,ACIMA DE 5700 KG,184,2001,FRAN«A,BRASIL,TPR,REGULAR,****,****,POUSO,LANDING,VOO REGULAR,LEVE,0,5/31/2019
200905147106313,PRMBC,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,ACIMA DE 5700 KG,166,2006,FRAN«A,BRASIL,TPR,REGULAR,****,****,OUTRA FASE,UNKNOWN,VOO REGULAR,LEVE,0,5/31/2019
200905028075984,PPMAC,OPERADOR PARTICULAR,HELICOPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,1451,AT… 2250 KG,5,1999,FRAN«A,BRASIL,TPP,PARTICULAR,****,****,OPERA«√O DE SOLO,STANDING,VOO PRIVADO,LEVE,0,5/31/2019
200906128607729,PRMES,OPERADOR PARTICULAR,HELICOPTERO,EUROCOPTER FRANCE,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,AT… 2250 KG,7,2005,FRAN«A,BRASIL,TPP,PARTICULAR,SDRJ,SIIL,ESTACIONAMENTO,STANDING,VOO PRIVADO,NENHUM,1,5/31/2019
200906069233957,PPKFC,AEROCLUBE,AVI√O,AEROMOT,AMT-200,RF10,PIST√O,MONOMOTOR,850,AT… 2250 KG,2,2000,BRASIL,BRASIL,PRI,INSTRU«√O,****,SBML,DECOLAGEM,TAKEOFF,VOO DE INSTRU«√O,SUBSTANCIAL,0,5/31/2019
200902274965349,PTOOP,OPERADOR PARTICULAR,AVI√O,CESSNA AIRCRAFT,T210N,C210,PIST√O,MONOMOTOR,1814,AT… 2250 KG,6,1980,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,****,****,CORRIDA APOS POUSO,LANDING,VOO PRIVADO,LEVE,0,5/31/2019
201208156194604,PRTTM,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-42-500,AT45,TURBOHELICE,BIMOTOR,18600,ACIMA DE 5700 KG,52,1997,FRAN«A,BRASIL,TPR,REGULAR,****,****,APROXIMA«√O FINAL,APPROACH,VOO REGULAR,NENHUM,0,5/31/2019
201410142592131,PRTTM,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-42-500,AT45,TURBOHELICE,BIMOTOR,18600,ACIMA DE 5700 KG,52,1997,FRAN«A,BRASIL,TPR,REGULAR,****,****,ESTACIONAMENTO,STANDING,VOO REGULAR,NENHUM,0,5/31/2019
200906235605853,PRTTM,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-42-500,AT45,TURBOHELICE,BIMOTOR,18600,ACIMA DE 5700 KG,52,1997,FRAN«A,BRASIL,TPR,REGULAR,****,****,ESTACIONAMENTO,STANDING,VOO REGULAR,LEVE,0,5/31/2019
200906194975354,PRDTG,FABRICANTE AERON√ÅUTICO,HELICOPTERO,EUROCOPTER FRANCE,AS 365 N3,AS65,TURBOEIXO,BIMOTOR,4300,ENTRE 2250 E 5700 KG,8,2008,FRAN«A,BRASIL,TPP,PARTICULAR,****,****,POUSO,LANDING,VOO PRIVADO,LEVE,0,5/31/2019
200906083087958,PPMCI,OPERADOR PARTICULAR,HELICOPTERO,ROBINSON HELICOPTER,R44,R44,PIST√O,MONOMOTOR,1088,AT… 2250 KG,4,2001,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,EN ROUTE,VOO PRIVADO,LEVE,0,5/31/2019
201402018411436,PPMCI,OPERADOR PARTICULAR,HELICOPTERO,ROBINSON HELICOPTER,R44,R44,PIST√O,MONOMOTOR,1088,AT… 2250 KG,4,2001,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,****,****,PARTIDA DO MOTOR,STANDING,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
200906157445247,PTRBC,OPERADOR PARTICULAR,AVI√O,EMBRAER,EMB-810C,PA34,PIST√O,BIMOTOR,2073,AT… 2250 KG,6,1979,BRASIL,BRASIL,TPP,PARTICULAR,****,****,POUSO,LANDING,VOO PRIVADO,LEVE,0,5/31/2019
201311065572829,PRMEO,OPERADOR DE AERONAVE,HELICOPTERO,EUROCOPTER DEUTSCHLAND,EC 135P2+,EC35,TURBOEIXO,BIMOTOR,2910,ENTRE 2250 E 5700 KG,7,2006,ALEMANHA,BRASIL,TPX,T¡XI A…REO,****,****,APROXIMA«√O FINAL,APPROACH,T¡XI A…REO,NENHUM,0,5/31/2019
200905187952770,PRMEO,OPERADOR DE AERONAVE,HELICOPTERO,EUROCOPTER DEUTSCHLAND,EC 135P2+,EC35,TURBOEIXO,BIMOTOR,2910,ENTRE 2250 E 5700 KG,7,2006,ALEMANHA,BRASIL,TPX,T¡XI A…REO,****,****,PARTIDA DO MOTOR,STANDING,T¡XI A…REO,NENHUM,0,5/31/2019
200907071356965,PREJK,ESCOLA DE AVIA«√O,AVI√O,CESSNA AIRCRAFT,152,C152,PIST√O,MONOMOTOR,757,AT… 2250 KG,2,1979,ESTADOS UNIDOS,BRASIL,PRI,INSTRU«√O,SBJD,SBJD,POUSO,LANDING,VOO DE INSTRU«√O,SUBSTANCIAL,0,5/31/2019
201807131438356,PREJK,ESCOLA DE AVIA«√O,AVI√O,CESSNA AIRCRAFT,152,C152,PIST√O,MONOMOTOR,757,AT… 2250 KG,2,1979,ESTADOS UNIDOS,BRASIL,PRI,INSTRU«√O,SDIO,SDIO,POUSO,LANDING,VOO DE INSTRU«√O,SUBSTANCIAL,0,5/31/2019
201804251825141,PREJK,ESCOLA DE AVIA«√O,AVI√O,CESSNA AIRCRAFT,152,C152,PIST√O,MONOMOTOR,757,AT… 2250 KG,2,1979,ESTADOS UNIDOS,BRASIL,PRI,INSTRU«√O,SBJD,SBJD,POUSO,LANDING,VOO DE INSTRU«√O,NENHUM,0,5/31/2019
200907124511203,PTEOV,OPERADOR PARTICULAR,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PA32,PIST√O,MONOMOTOR,1542,AT… 2250 KG,7,1978,BRASIL,BRASIL,TPP,PARTICULAR,SBIZ,SBBE,DECOLAGEM,TAKEOFF,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
201103237632029,PTEOV,OPERADOR PARTICULAR,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PA32,PIST√O,MONOMOTOR,1542,AT… 2250 KG,7,1978,BRASIL,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,EN ROUTE,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
200909281048539,PRUHT,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-120ER,E120,TURBOHELICE,BIMOTOR,11990,ACIMA DE 5700 KG,34,1993,BRASIL,BRASIL,TPR,REGULAR,****,****,T¡XI,TAXI,VOO REGULAR,NENHUM,0,5/31/2019
200909177732884,PRTUH,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-120ER,E120,TURBOHELICE,BIMOTOR,11990,ACIMA DE 5700 KG,34,1992,BRASIL,BRASIL,TPR,REGULAR,****,****,SUBIDA,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
200907156982809,PREAR,OPERADOR PARTICULAR,AVI√O,HAWKER BEECHCRAFT,G58,BE58,PIST√O,BIMOTOR,2495,ENTRE 2250 E 5700 KG,0,2008,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,EN ROUTE,VOO PRIVADO,NENHUM,0,5/31/2019
200907089801525,PTNSY,OPERADOR PARTICULAR,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PIST√O,MONOMOTOR,1157,AT… 2250 KG,4,1978,BRASIL,BRASIL,TPP,PARTICULAR,****,****,CORRIDA APOS POUSO,LANDING,VOO PRIVADO,LEVE,0,5/31/2019
201109172072535,PTNSY,OPERADOR PARTICULAR,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PIST√O,MONOMOTOR,1157,AT… 2250 KG,4,1978,BRASIL,BRASIL,TPP,PARTICULAR,SDOU,SDOR,CORRIDA APOS POUSO,LANDING,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
200907017511577,PPITZ,OPERADOR DE AERONAVE,AVI√O,CESSNA AIRCRAFT,208B,C208,TURBOHELICE,MONOMOTOR,3969,ENTRE 2250 E 5700 KG,11,1996,ESTADOS UNIDOS,BRASIL,TPX,T¡XI A…REO,****,****,CORRIDA APOS POUSO,LANDING,T¡XI A…REO,LEVE,0,5/31/2019
201210037738181,PPITZ,OPERADOR DE AERONAVE,AVI√O,CESSNA AIRCRAFT,208B,C208,TURBOHELICE,MONOMOTOR,3969,ENTRE 2250 E 5700 KG,11,1996,ESTADOS UNIDOS,BRASIL,TPX,T¡XI A…REO,SWKO,SBTF,CRUZEIRO,EN ROUTE,T¡XI A…REO,LEVE,0,5/31/2019
200909071404946,PTMUA,OPERADOR DE AERONAVE,AVI√O,BOEING COMPANY,777-32WER,B77W,JATO,BIMOTOR,346544,ACIMA DE 5700 KG,382,2008,ESTADOS UNIDOS,BRASIL,TPR,REGULAR,****,****,DECOLAGEM,TAKEOFF,VOO REGULAR,LEVE,0,5/31/2019
201312026538247,PTMUA,OPERADOR DE AERONAVE,AVI√O,BOEING COMPANY,777-32WER,B77W,JATO,BIMOTOR,346544,ACIMA DE 5700 KG,382,2008,ESTADOS UNIDOS,BRASIL,TPR,REGULAR,****,****,DESCIDA,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201112289260175,PTMUA,OPERADOR DE AERONAVE,AVI√O,BOEING COMPANY,777-32WER,B77W,JATO,BIMOTOR,346544,ACIMA DE 5700 KG,382,2008,ESTADOS UNIDOS,BRASIL,TPR,REGULAR,****,****,SUBIDA,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
200906238999141,PRDPR,OPERADOR PARTICULAR,AVI√O,SOCATA,TBM700N,TBM7,TURBOHELICE,MONOMOTOR,3354,ENTRE 2250 E 5700 KG,6,2008,BRASIL,BRASIL,TPP,PARTICULAR,****,****,POUSO,LANDING,VOO PRIVADO,LEVE,0,5/31/2019
200906212587090,PRCHJ,OPERADOR DE AERONAVE,HELICOPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,ENTRE 2250 E 5700 KG,14,2007,ESTADOS UNIDOS,BRASIL,TPX,T¡XI A…REO,****,****,DECOLAGEM,TAKEOFF,T¡XI A…REO,NENHUM,0,5/31/2019
200911192159301,PRMBV,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A319-132,A319,JATO,BIMOTOR,75500,ACIMA DE 5700 KG,154,2008,FRAN«A,BRASIL,TPR,REGULAR,****,****,SUBIDA,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
200906158068078,PTKSM,OPERADOR PARTICULAR,AVI√O,CESSNA AIRCRAFT,A185F,C185,PIST√O,MONOMOTOR,1520,AT… 2250 KG,4,1975,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,****,****,CORRIDA APOS POUSO,LANDING,VOO PRIVADO,LEVE,0,5/31/2019
201008118207828,PPPTN,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,22500,ACIMA DE 5700 KG,73,2008,FRAN«A,BRASIL,TPR,REGULAR,****,****,POUSO,LANDING,VOO REGULAR,NENHUM,0,5/31/2019
201411195595523,PPPTN,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,22500,ACIMA DE 5700 KG,73,2008,FRAN«A,BRASIL,TPR,REGULAR,****,****,DECOLAGEM,TAKEOFF,VOO REGULAR,NENHUM,0,5/31/2019
201511278164314,PPPTN,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,22500,ACIMA DE 5700 KG,73,2008,FRAN«A,BRASIL,TPR,REGULAR,SBRP,SBRP,DECOLAGEM,TAKEOFF,VOO REGULAR,LEVE,0,5/31/2019
200907189657807,PTODP,ORG√O P√öBLICO,ANF√çBIO,CONSOLIDATED,LAKE 250,LA25,PIST√O,MONOMOTOR,1424,AT… 2250 KG,4,1980,N√O IDENTIFICADO,BRASIL,ADE,ADMINISTRA«√O DIRETA,SWNH,SWNH,ARREMETIDA NO SOLO,APPROACH,OPERA«√O POLICIAL,SUBSTANCIAL,0,5/31/2019
200907071652897,N8540A,OPERADOR PARTICULAR,AVI√O,BEECH AIRCRAFT,A35,BE35,PIST√O,MONOMOTOR,1202,AT… 2250 KG,0,1949,ESTADOS UNIDOS,ESTADOS UNIDOS,TPP,PARTICULAR,SSOK,SBCT,CIRCUITO DE TR√ÅFEGO,APPROACH,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
201309208596233,PTVRF,OPERADOR PARTICULAR,AVI√O,EMBRAER,EMB-810D,PA34,PIST√O,BIMOTOR,2155,AT… 2250 KG,7,1994,BRASIL,BRASIL,TPP,PARTICULAR,SNOF,SBCN,APROXIMA«√O FINAL,APPROACH,VOO PRIVADO,DESTRU√çDA,5,5/31/2019
200906299250952,PTVRF,OPERADOR PARTICULAR,AVI√O,EMBRAER,EMB-810D,PA34,PIST√O,BIMOTOR,2155,AT… 2250 KG,7,1994,BRASIL,BRASIL,TPP,PARTICULAR,SSVI,SWLC,CORRIDA APOS POUSO,LANDING,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
200908067142107,PTRTG,OPERADOR DE AERONAVE,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PIST√O,BIMOTOR,2155,AT… 2250 KG,7,1983,BRASIL,BRASIL,TPX,T¡XI A…REO,****,****,CORRIDA APOS POUSO,LANDING,T¡XI A…REO,LEVE,0,5/31/2019
200911035801074,PTRTG,OPERADOR DE AERONAVE,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PIST√O,BIMOTOR,2155,AT… 2250 KG,7,1983,BRASIL,BRASIL,TPX,T¡XI A…REO,****,****,T¡XI,TAXI,T¡XI A…REO,LEVE,0,5/31/2019
201209272073612,PTRTG,OPERADOR DE AERONAVE,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PIST√O,BIMOTOR,2155,AT… 2250 KG,7,1983,BRASIL,BRASIL,TPX,T¡XI A…REO,****,****,T¡XI,TAXI,T¡XI A…REO,NENHUM,0,5/31/2019
200908149463740,PRAZD,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,ACIMA DE 5700 KG,113,2009,BRASIL,BRASIL,TPR,REGULAR,****,****,POUSO,LANDING,VOO REGULAR,NENHUM,0,5/31/2019
201007306486522,PRAZD,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,ACIMA DE 5700 KG,113,2009,BRASIL,BRASIL,TPR,REGULAR,****,****,SUBIDA,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201204153395326,PRAZD,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,ACIMA DE 5700 KG,113,2009,BRASIL,BRASIL,TPR,REGULAR,****,****,T¡XI,TAXI,VOO REGULAR,NENHUM,0,5/31/2019
201307163109988,PRAZD,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,ACIMA DE 5700 KG,113,2009,BRASIL,BRASIL,TPR,REGULAR,****,****,T¡XI,TAXI,VOO REGULAR,NENHUM,0,5/31/2019
201008177112236,PRAZD,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,ACIMA DE 5700 KG,113,2009,BRASIL,BRASIL,TPR,REGULAR,****,****,POUSO,LANDING,VOO REGULAR,NENHUM,0,5/31/2019
201008253907579,PRAZD,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,ACIMA DE 5700 KG,113,2009,BRASIL,BRASIL,TPR,REGULAR,****,****,CRUZEIRO,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201210048887147,PRAZD,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,ACIMA DE 5700 KG,113,2009,BRASIL,BRASIL,TPR,REGULAR,****,****,POUSO,LANDING,VOO REGULAR,NENHUM,0,5/31/2019
201209256065353,PRAZD,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,ACIMA DE 5700 KG,113,2009,BRASIL,BRASIL,TPR,REGULAR,****,****,CRUZEIRO,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
200908226040560,PTYUT,OPERADOR DE AERONAVE,HELICOPTERO,ROBINSON HELICOPTER,R44,R44,PIST√O,MONOMOTOR,1089,AT… 2250 KG,4,1997,ESTADOS UNIDOS,BRASIL,TPX,T¡XI A…REO,****,****,CRUZEIRO,EN ROUTE,T¡XI A…REO,NENHUM,0,5/31/2019
200908267180688,PRSJE,OPERADOR PARTICULAR,AVI√O,HAWKER BEECHCRAFT,C90GTI,BE9L,TURBOHELICE,BIMOTOR,4581,ENTRE 2250 E 5700 KG,8,2008,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,****,****,ESTACIONAMENTO,STANDING,VOO PRIVADO,INDETERMINADO,0,5/31/2019
201811271218565,PRONE,OPERADOR PARTICULAR,AVI√O,LEARJET,45,LJ45,JATO,BIMOTOR,9525,ACIMA DE 5700 KG,9,2004,CANAD√Å,BRASIL,TPP,PARTICULAR,SBDN,SDDN,CORRIDA APOS POUSO,LANDING,VOO PRIVADO,LEVE,0,5/31/2019
200908267180688,PRONE,OPERADOR PARTICULAR,AVI√O,LEARJET,45,LJ45,JATO,BIMOTOR,9525,ACIMA DE 5700 KG,9,2004,CANAD√Å,BRASIL,TPP,PARTICULAR,****,****,ESTACIONAMENTO,STANDING,VOO PRIVADO,INDETERMINADO,0,5/31/2019
201612062313223,PRONE,OPERADOR PARTICULAR,AVI√O,LEARJET,45,LJ45,JATO,BIMOTOR,9525,ACIMA DE 5700 KG,9,2004,CANAD√Å,BRASIL,TPP,PARTICULAR,SBSP,SDDN,POUSO,LANDING,VOO PRIVADO,LEVE,0,5/31/2019
201308199002931,PRONE,OPERADOR PARTICULAR,AVI√O,LEARJET,45,LJ45,JATO,BIMOTOR,9525,ACIMA DE 5700 KG,9,2004,CANAD√Å,BRASIL,TPP,PARTICULAR,****,****,PARTIDA DO MOTOR,STANDING,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
200908267180688,PTWVG,OPERADOR PARTICULAR,AVI√O,RAYTHEON AIRCRAFT,HAWKER 800XP,H25B,JATO,BIMOTOR,12701,ACIMA DE 5700 KG,10,1998,ESTADOS UNIDOS,BRASIL,TPX,T¡XI A…REO,****,****,ESTACIONAMENTO,STANDING,T¡XI A…REO,INDETERMINADO,0,5/31/2019
200908276297851,PTJLN,OPERADOR PARTICULAR,AVI√O,CESSNA AIRCRAFT,182P,C182,PIST√O,MONOMOTOR,1338,AT… 2250 KG,4,0,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SIIM,SIIM,SUBIDA,EN ROUTE,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
200908271250731,PRINR,OPERADOR PARTICULAR,HELICOPTERO,ROBINSON HELICOPTER,R44 II,R44,PIST√O,MONOMOTOR,1134,AT… 2250 KG,4,2006,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SJUY,SDRJ,POUSO,LANDING,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
201001105932073,PRMAY,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,ACIMA DE 5700 KG,166,2006,FRAN«A,BRASIL,TPR,REGULAR,****,****,INDETERMINADA,UNKNOWN,VOO REGULAR,LEVE,0,5/31/2019
201702091524227,PRMBY,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,ACIMA DE 5700 KG,184,2002,FRAN«A,BRASIL,TPR,REGULAR,SBGL,SBCT,DESCIDA,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201102194194951,PRMBY,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,ACIMA DE 5700 KG,184,2002,FRAN«A,BRASIL,TPR,REGULAR,****,****,DECOLAGEM,TAKEOFF,VOO REGULAR,LEVE,0,5/31/2019
201301163981586,PRMBY,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,ACIMA DE 5700 KG,184,2002,FRAN«A,BRASIL,TPR,REGULAR,****,****,APROXIMA«√O FINAL,APPROACH,VOO REGULAR,NENHUM,0,5/31/2019
201012278569931,PRMBY,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,ACIMA DE 5700 KG,184,2002,FRAN«A,BRASIL,TPR,REGULAR,****,****,POUSO,LANDING,VOO REGULAR,LEVE,0,5/31/2019
200909082476994,PRMYA,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,ACIMA DE 5700 KG,184,2008,FRAN«A,BRASIL,TPR,REGULAR,SBJP,SBGR,CRUZEIRO,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201001278682362,PRMYA,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,ACIMA DE 5700 KG,184,2008,FRAN«A,BRASIL,TPR,REGULAR,****,****,DECOLAGEM,TAKEOFF,VOO REGULAR,LEVE,0,5/31/2019
200909036780777,PRJMM,OPERADOR PARTICULAR,HELICOPTERO,EUROCOPTER FRANCE,EC 120 B,EC20,TURBOEIXO,MONOMOTOR,1715,AT… 2250 KG,5,2009,FRAN«A,BRASIL,TPP,PARTICULAR,SDKD,SBGR,APROXIMA«√O FINAL,APPROACH,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
200908222373239,PRDOQ,OPERADOR PARTICULAR,AVI√O,STEMME,S10-VT,S10S,PIST√O,MONOMOTOR,850,AT… 2250 KG,2,1998,N√O IDENTIFICADO,BRASIL,TPP,PARTICULAR,SJHN,SSKT,POUSO,LANDING,VOO PRIVADO,LEVE,0,5/31/2019
200909234252504,PTUKS,OPERADOR DE AERONAVE,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PIST√O,MONOMOTOR,1800,AT… 2250 KG,1,1998,BRASIL,BRASIL,SAE-AG,AGRÕCOLA,SSZW,****,OUTRA FASE,UNKNOWN,OPERA«√O AGRÕCOLA,SUBSTANCIAL,0,5/31/2019
201905012256284,PTUKS,OPERADOR DE AERONAVE,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PIST√O,MONOMOTOR,1800,AT… 2250 KG,1,1998,BRASIL,BRASIL,SAE-AG,AGRÕCOLA,****,****,CRUZEIRO,EN ROUTE,OPERA«√O AGRÕCOLA,SUBSTANCIAL,0,5/31/2019
200909232508451,PTRKS,OPERADOR PARTICULAR,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PIST√O,MONOMOTOR,1315,AT… 2250 KG,4,1981,BRASIL,BRASIL,TPP,PARTICULAR,SBBR,SBGO,DESCIDA,EN ROUTE,VOO PRIVADO,DESTRU√çDA,2,5/31/2019
200909218862179,PTRYC,OPERADOR PARTICULAR,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PIST√O,MONOMOTOR,1315,AT… 2250 KG,4,0,BRASIL,BRASIL,TPP,PARTICULAR,SBSJ,SBSR,CRUZEIRO,EN ROUTE,VOO PRIVADO,DESTRU√çDA,3,5/31/2019
200909252654417,PTYZZ,ESCOLA DE AVIA«√O,HELICOPTERO,ROBINSON HELICOPTER,R22,R22,PIST√O,MONOMOTOR,622,AT… 2250 KG,2,1998,ESTADOS UNIDOS,BRASIL,PRI,INSTRU«√O,SBMT,SBMT,MANOBRA,MANEUVERING,VOO DE INSTRU«√O,SUBSTANCIAL,0,5/31/2019
