codigo_ocorrencia,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_fase_operacao_icao,aeronave_tipo_operacao,aeronave_nivel_dano,total_fatalidades,aeronave_dia_extracao
201106142171203,PPGXE,AEROCLUBE,AVI√O,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PIST√O,MONOMOTOR,660,AT… 2250 KG,2,1962,BRASIL,BRASIL,PRI,INSTRU«√O,SDPW,SDPW,INDETERMINADA,UNKNOWN,VOO DE INSTRU«√O,SUBSTANCIAL,0,5/31/2019
201205209591320,PTRBN,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-810C,PA34,PIST√O,BIMOTOR,2073,AT… 2250 KG,6,1980,BRASIL,BRASIL,TPX,T¡XI A…REO,****,****,APROXIMA«√O FINAL,APPROACH,T¡XI A…REO,NENHUM,0,5/31/2019
201012015549851,PTKUK,OPERADOR DE AERONAVE,AVI√O,TWIN COMMANDER,500-B,AC50,PIST√O,BIMOTOR,3062,ENTRE 2250 E 5700 KG,7,1961,ESTADOS UNIDOS,BRASIL,TPX,T¡XI A…REO,****,****,CORRIDA APOS POUSO,LANDING,T¡XI A…REO,LEVE,0,5/31/2019
201708190325167,PTKUK,OPERADOR PARTICULAR,AVI√O,TWIN COMMANDER,500-B,AC50,PIST√O,BIMOTOR,3062,ENTRE 2250 E 5700 KG,7,1961,ESTADOS UNIDOS,BRASIL,SAE,ESPECIALIZADA,SBCP,SBCP,CRUZEIRO,EN ROUTE,OPERA«√O ESPECIALIZADA,LEVE,0,5/31/2019
201803182255192,PPGSZ,AEROCLUBE,AVI√O,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PIST√O,MONOMOTOR,660,AT… 2250 KG,2,1960,BRASIL,BRASIL,PRI,INSTRU«√O,SBBP,SBBP,ARREMETIDA NO SOLO,APPROACH,VOO DE INSTRU«√O,LEVE,0,5/31/2019
201807201528228,PPGSZ,AEROCLUBE,AVI√O,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PIST√O,MONOMOTOR,660,AT… 2250 KG,2,1960,BRASIL,BRASIL,PRI,INSTRU«√O,SBBP,SBBP,ARREMETIDA NO SOLO,APPROACH,VOO DE INSTRU«√O,LEVE,0,5/31/2019
201102219282454,PPGSZ,AEROCLUBE,AVI√O,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PIST√O,MONOMOTOR,660,AT… 2250 KG,2,1960,BRASIL,BRASIL,PRI,INSTRU«√O,****,****,CORRIDA APOS POUSO,LANDING,VOO DE INSTRU«√O,NENHUM,0,5/31/2019
201511054981552,PPGSZ,AEROCLUBE,AVI√O,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PIST√O,MONOMOTOR,660,AT… 2250 KG,2,1960,BRASIL,BRASIL,PRI,INSTRU«√O,SBBP,SBBP,DECOLAGEM,TAKEOFF,VOO DE INSTRU«√O,LEVE,0,5/31/2019
201902051845159,PTRYO,OPERADOR PARTICULAR,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PIST√O,BIMOTOR,2155,AT… 2250 KG,6,1985,BRASIL,BRASIL,TPP,PARTICULAR,SWLC,SWLC,POUSO,LANDING,VOO PRIVADO,LEVE,0,5/31/2019
201012151657272,PTCMT,OPERADOR DE AERONAVE,AVI√O,BEECH AIRCRAFT,95-B55,BE55,PIST√O,BIMOTOR,2310,ENTRE 2250 E 5700 KG,6,1966,ESTADOS UNIDOS,BRASIL,TPX,T¡XI A…REO,****,****,CORRIDA APOS POUSO,LANDING,T¡XI A…REO,SUBSTANCIAL,0,5/31/2019
201406159986021,PPEID,ORG√O P√öBLICO,HELICOPTERO,EUROCOPTER FRANCE,AS 350 BA,AS50,TURBOEIXO,MONOMOTOR,2100,AT… 2250 KG,6,1983,FRAN«A,BRASIL,ADE,ADMINISTRA«√O DIRETA,****,****,OUTRA FASE,UNKNOWN,OPERA«√O POLICIAL,LEVE,0,5/31/2019
200902049378216,PTEQI,OPERADOR PARTICULAR,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,P32R,PIST√O,MONOMOTOR,1633,AT… 2250 KG,6,1979,BRASIL,BRASIL,TPP,PARTICULAR,SNDU,SBSL,CORRIDA APOS POUSO,LANDING,VOO PRIVADO,LEVE,0,5/31/2019
200907229705031,PTKDW,OPERADOR PARTICULAR,AVI√O,CESSNA AIRCRAFT,182P,C182,PIST√O,MONOMOTOR,1338,AT… 2250 KG,4,1974,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SJCY,SIBX,CORRIDA APOS POUSO,LANDING,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
201311084334349,PTNOE,OPERADOR PARTICULAR,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PIST√O,MONOMOTOR,1202,AT… 2250 KG,4,1977,BRASIL,BRASIL,TPP,PARTICULAR,SSCT,SBMG,DECOLAGEM,TAKEOFF,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
201406071687934,PTIZV,AEROCLUBE,AVI√O,PIPER AIRCRAFT,PA-28-140,P28A,PIST√O,MONOMOTOR,884,AT… 2250 KG,2,1973,ESTADOS UNIDOS,BRASIL,PRI,INSTRU«√O,SBMT,SBMT,MANOBRA,MANEUVERING,VOO DE INSTRU«√O,SUBSTANCIAL,0,5/31/2019
201111279665205,PTVLA,OPERADOR PARTICULAR,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PIST√O,BIMOTOR,2155,AT… 2250 KG,6,1989,BRASIL,BRASIL,TPP,PARTICULAR,****,****,CIRCUITO DE TR√ÅFEGO,APPROACH,VOO PRIVADO,NENHUM,0,5/31/2019
201810031453267,PTRVT,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-820C CARAJA,PAT4,TURBOHELICE,BIMOTOR,3629,ENTRE 2250 E 5700 KG,10,1985,BRASIL,BRASIL,TPP,PARTICULAR,SBCY,SWPY,PARTIDA DO MOTOR,STANDING,VOO PRIVADO,LEVE,0,5/31/2019
200901133052250,PTHML,ORG√O P√öBLICO,HELICOPTERO,HELIBRAS,HB-350B,AS50,TURBOEIXO,MONOMOTOR,1950,AT… 2250 KG,6,1983,BRASIL,BRASIL,ADE,ADMINISTRA«√O DIRETA,SBFL,****,PAIRADO,EN ROUTE,OPERA«√O POLICIAL,NENHUM,0,5/31/2019
201305084870056,PTHML,OPERADOR DE AERONAVE,HELICOPTERO,HELIBRAS,HB-350B,AS50,TURBOEIXO,MONOMOTOR,1950,AT… 2250 KG,6,1983,BRASIL,BRASIL,M14,M√öLTIPLA,****,****,APROXIMA«√O FINAL,APPROACH,T¡XI A…REO,SUBSTANCIAL,0,5/31/2019
201004045359273,PTHML,ORG√O P√öBLICO,HELICOPTERO,HELIBRAS,HB-350B,AS50,TURBOEIXO,MONOMOTOR,1950,AT… 2250 KG,6,1983,BRASIL,BRASIL,ADE,ADMINISTRA«√O DIRETA,****,****,PAIRADO,EN ROUTE,OPERA«√O POLICIAL,NENHUM,0,5/31/2019
201308147087362,PTRMP,OPERADOR PARTICULAR,AVI√O,EMBRAER,EMB-810C,PA34,PIST√O,BIMOTOR,2073,AT… 2250 KG,7,1982,BRASIL,BRASIL,TPP,PARTICULAR,****,****,T¡XI,TAXI,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
201210112604108,PPKBP,AEROCLUBE,AVI√O,XAVANTE,A-122-B,A122,PIST√O,MONOMOTOR,840,AT… 2250 KG,2,1978,BRASIL,BRASIL,PRI,INSTRU«√O,****,****,DECOLAGEM,TAKEOFF,VOO DE INSTRU«√O,NENHUM,0,5/31/2019
201308153708053,PPKBP,AEROCLUBE,AVI√O,XAVANTE,A-122-B,A122,PIST√O,MONOMOTOR,840,AT… 2250 KG,2,1978,BRASIL,BRASIL,PRI,INSTRU«√O,****,****,DECOLAGEM,TAKEOFF,VOO DE INSTRU«√O,SUBSTANCIAL,0,5/31/2019
201107089330447,PTEPX,OPERADOR PARTICULAR,AVI√O,EMBRAER,EMB-820C NAVAJO,PA31,PIST√O,BIMOTOR,3175,ENTRE 2250 E 5700 KG,8,1978,BRASIL,BRASIL,TPP,PARTICULAR,****,****,T¡XI,TAXI,VOO PRIVADO,NENHUM,0,5/31/2019
201204284973180,PTIKF,OPERADOR PARTICULAR,AVI√O,PIPER AIRCRAFT,PA-28R-200,P28R,PIST√O,MONOMOTOR,1179,AT… 2250 KG,4,1973,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SSXO,SSXO,APROXIMA«√O FINAL,APPROACH,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
200906024426178,PPFGK,AEROCLUBE,AVI√O,AERO BOERO,AB-115,AB11,PIST√O,MONOMOTOR,770,AT… 2250 KG,3,1988,ARGENTINA,BRASIL,PRI,INSTRU«√O,SBJF,SBJF,ARREMETIDA NO SOLO,APPROACH,VOO DE INSTRU«√O,LEVE,0,5/31/2019
200910123334798,PPFGK,AEROCLUBE,AVI√O,AERO BOERO,AB-115,AB11,PIST√O,MONOMOTOR,770,AT… 2250 KG,3,1988,ARGENTINA,BRASIL,PIN,INSTRU«√O,****,****,CORRIDA APOS POUSO,LANDING,VOO DE INSTRU«√O,LEVE,0,5/31/2019
201402047494269,PTCVP,ESCOLA DE AVIA«√O,AVI√O,PIPER AIRCRAFT,PA-30,PA30,PIST√O,BIMOTOR,1633,AT… 2250 KG,6,1966,ESTADOS UNIDOS,BRASIL,PRI,INSTRU«√O,****,****,POUSO,LANDING,VOO DE INSTRU«√O,SUBSTANCIAL,0,5/31/2019
201610281236406,PTNQS,OPERADOR PARTICULAR,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-711A,P28R,PIST√O,MONOMOTOR,1202,AT… 2250 KG,4,1977,BRASIL,BRASIL,TPP,PARTICULAR,SSEZ,SSAQ,SUBIDA,EN ROUTE,VOO PRIVADO,SUBSTANCIAL,2,5/31/2019
201101054051944,PTEHG,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-820C NAVAJO,PA31,PIST√O,BIMOTOR,3175,ENTRE 2250 E 5700 KG,10,1976,BRASIL,BRASIL,TPX,T¡XI A…REO,SBSV,SDLO,POUSO,LANDING,T¡XI A…REO,SUBSTANCIAL,0,5/31/2019
201001318033555,PTEHG,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-820C NAVAJO,PA31,PIST√O,BIMOTOR,3175,ENTRE 2250 E 5700 KG,10,1976,BRASIL,BRASIL,TPX,T¡XI A…REO,****,****,DECOLAGEM,TAKEOFF,T¡XI A…REO,LEVE,0,5/31/2019
201311149202661,PTERD,OPERADOR PARTICULAR,AVI√O,EMBRAER,EMB-810C,PA34,PIST√O,BIMOTOR,2073,AT… 2250 KG,6,1977,BRASIL,BRASIL,TPP,PARTICULAR,****,****,CORRIDA APOS POUSO,LANDING,VOO PRIVADO,LEVE,0,5/31/2019
201506138956344,PPGKX,AEROCLUBE,AVI√O,PIPER AIRCRAFT,PA-18,PA18,PIST√O,MONOMOTOR,680,AT… 2250 KG,2,1951,ESTADOS UNIDOS,BRASIL,PRI,INSTRU«√O,SSNH,SSNH,POUSO,LANDING,VOO DE INSTRU«√O,SUBSTANCIAL,0,5/31/2019
201809241317513,PTEDF,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-820C NAVAJO,PA31,PIST√O,BIMOTOR,3175,ENTRE 2250 E 5700 KG,10,1978,BRASIL,BRASIL,TPX,T¡XI A…REO,SNVD,SBLE,APROXIMA«√O FINAL,APPROACH,T¡XI A…REO,LEVE,0,5/31/2019
201110079463388,PTLJJ,OPERADOR PARTICULAR,AVI√O,CESSNA AIRCRAFT,550,C550,JATO,BIMOTOR,6033,ACIMA DE 5700 KG,10,1981,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SBBH,SNJM,POUSO,LANDING,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
201101092607086,PTNXJ,AEROCLUBE,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PIST√O,MONOMOTOR,930,AT… 2250 KG,4,1980,BRASIL,BRASIL,PRI,INSTRU«√O,****,****,CIRCUITO DE TR√ÅFEGO,APPROACH,VOO DE INSTRU«√O,NENHUM,0,5/31/2019
201709221448021,PTEUX,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-820C CARAJA,PAT4,TURBOHELICE,BIMOTOR,3630,ENTRE 2250 E 5700 KG,7,1979,BRASIL,BRASIL,TPX,T¡XI A…REO,SBLO,SBGR,POUSO,LANDING,T¡XI A…REO,NENHUM,0,5/31/2019
200905119443905,PTHOX,OPERADOR DE AERONAVE,HELICOPTERO,BELL HELICOPTER,212,B212,TURBOEIXO,BIMOTOR,5080,ENTRE 2250 E 5700 KG,15,1981,FRAN«A,BRASIL,TPX,T¡XI A…REO,****,****,DECOLAGEM,TAKEOFF,T¡XI A…REO,LEVE,0,5/31/2019
201006276442081,PTHOX,OPERADOR DE AERONAVE,HELICOPTERO,BELL HELICOPTER,212,B212,TURBOEIXO,BIMOTOR,5080,ENTRE 2250 E 5700 KG,15,1981,FRAN«A,BRASIL,TPX,T¡XI A…REO,****,****,CRUZEIRO,EN ROUTE,T¡XI A…REO,NENHUM,0,5/31/2019
201204045942639,PPHSX,AEROCLUBE,AVI√O,AERO BOERO,AB-180,AB18,PIST√O,MONOMOTOR,844,AT… 2250 KG,3,1986,ARGENTINA,BRASIL,PRI,INSTRU«√O,****,****,POUSO,LANDING,VOO DE INSTRU«√O,LEVE,0,5/31/2019
201105312816189,PTRAT,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-820C NAVAJO,PA31,PIST√O,BIMOTOR,3175,ENTRE 2250 E 5700 KG,10,1980,BRASIL,BRASIL,TPX,T¡XI A…REO,SBBE,SBMD,CRUZEIRO,EN ROUTE,T¡XI A…REO,NENHUM,0,5/31/2019
200909095984934,PTRAT,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-820C NAVAJO,PA31,PIST√O,BIMOTOR,3175,ENTRE 2250 E 5700 KG,10,1980,BRASIL,BRASIL,TPX,T¡XI A…REO,****,****,T¡XI,TAXI,T¡XI A…REO,NENHUM,0,5/31/2019
201012186400257,PTPKD,AEROCLUBE,PLANADOR,IND√öSTRIA PARANAENSE DE ESTRUTURAS,KW1,GLID,SEM TRA«√O,SEM TRA«√O,280,AT… 2250 KG,1,1983,BRASIL,BRASIL,PRI,INSTRU«√O,SWFR,SWFR,CORRIDA APOS POUSO,LANDING,VOO DE INSTRU«√O,SUBSTANCIAL,0,5/31/2019
201102034914873,PTCOF,OPERADOR DE AERONAVE,AVI√O,CESSNA AIRCRAFT,P206A,C206,PIST√O,MONOMOTOR,1633,AT… 2250 KG,6,1966,ESTADOS UNIDOS,BRASIL,TPX,T¡XI A…REO,****,****,NAVEGA«√O A BAIXA ALTURA,MANEUVERING,T¡XI A…REO,LEVE,0,5/31/2019
201512163310554,PTIEU,OPERADOR PARTICULAR,AVI√O,BEECH AIRCRAFT,95-B55,BE55,PIST√O,BIMOTOR,2313,ENTRE 2250 E 5700 KG,6,1973,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SIYX,SBPR,CORRIDA APOS POUSO,LANDING,VOO PRIVADO,LEVE,0,5/31/2019
200907042008113,PTOCW,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-110P1,E110,TURBOHELICE,BIMOTOR,5670,ENTRE 2250 E 5700 KG,20,1980,BRASIL,BRASIL,TPX,T¡XI A…REO,****,****,CRUZEIRO,EN ROUTE,T¡XI A…REO,NENHUM,0,5/31/2019
201108011641532,PTOCW,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-110P1,E110,TURBOHELICE,BIMOTOR,5670,ENTRE 2250 E 5700 KG,20,1980,BRASIL,BRASIL,TPX,T¡XI A…REO,****,****,CORRIDA APOS POUSO,LANDING,T¡XI A…REO,NENHUM,0,5/31/2019
201711252128326,PTJMQ,OPERADOR PARTICULAR,AVI√O,CESSNA AIRCRAFT,210L,C210,PIST√O,MONOMOTOR,1724,AT… 2250 KG,6,1974,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SNYR,SBIH,DESCIDA,EN ROUTE,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
201205066186073,PPFLS,AEROCLUBE,AVI√O,AERO BOERO,AB-180,AB18,PIST√O,MONOMOTOR,844,AT… 2250 KG,3,1990,ARGENTINA,BRASIL,PRI,INSTRU«√O,****,****,CORRIDA APOS POUSO,LANDING,VOO DE INSTRU«√O,LEVE,0,5/31/2019
201205231530919,PTVLU,OPERADOR PARTICULAR,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PIST√O,BIMOTOR,2155,AT… 2250 KG,6,1990,BRASIL,BRASIL,TPP,PARTICULAR,****,****,POUSO,LANDING,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
201806051234131,PTRNN,OPERADOR PARTICULAR,AVI√O,NEIVA INDUSTRIA AERONAUTICA,EMB-721D,P32R,PIST√O,MONOMOTOR,1633,AT… 2250 KG,6,1982,BRASIL,BRASIL,TPP,PARTICULAR,SNOZ,SBPB,CORRIDA APOS POUSO,LANDING,VOO PRIVADO,LEVE,0,5/31/2019
200912106587156,PPDQK,AEROCLUBE,AVI√O,CIA AERONAUTICA PAULISTA,CAP-4,PAUL,PIST√O,MONOMOTOR,587,AT… 2250 KG,2,1948,BRASIL,BRASIL,PRI,INSTRU«√O,****,****,POUSO,LANDING,VOO DE INSTRU«√O,NENHUM,0,5/31/2019
201005133510067,PTEUJ,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-810C,PA34,PIST√O,BIMOTOR,2073,AT… 2250 KG,7,1979,BRASIL,BRASIL,TPX,T¡XI A…REO,SWFN,SWMW,SUBIDA,EN ROUTE,T¡XI A…REO,DESTRU√çDA,6,5/31/2019
201007027109991,PTVAQ,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-820C CARAJA,PAT4,TURBOHELICE,BIMOTOR,3629,ENTRE 2250 E 5700 KG,10,1986,BRASIL,BRASIL,TPX,T¡XI A…REO,****,****,T¡XI,TAXI,T¡XI A…REO,NENHUM,0,5/31/2019
201303126475835,PTVAQ,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-820C CARAJA,PAT4,TURBOHELICE,BIMOTOR,3629,ENTRE 2250 E 5700 KG,10,1986,BRASIL,BRASIL,TPX,T¡XI A…REO,SBBE,SBMD,CIRCUITO DE TR√ÅFEGO,APPROACH,T¡XI A…REO,SUBSTANCIAL,10,5/31/2019
200902079713655,PTSEA,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-110P1,E110,TURBOHELICE,BIMOTOR,5670,ENTRE 2250 E 5700 KG,21,1981,BRASIL,BRASIL,TPX,T¡XI A…REO,SWKO,SBEG,CRUZEIRO,EN ROUTE,T¡XI A…REO,DESTRU√çDA,24,5/31/2019
201408306868657,PTDLA,OPERADOR PARTICULAR,AVI√O,CESSNA AIRCRAFT,177B,C177,PIST√O,MONOMOTOR,1134,AT… 2250 KG,4,1970,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SBBI,SSOK,DECOLAGEM,TAKEOFF,VOO PRIVADO,DESTRU√çDA,3,5/31/2019
201405295984203,PTLQS,OPERADOR PARTICULAR,AVI√O,BEECH AIRCRAFT,C90,BE9L,TURBOHELICE,BIMOTOR,4377,ENTRE 2250 E 5700 KG,8,1981,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,****,****,POUSO,LANDING,VOO PRIVADO,NENHUM,0,5/31/2019
201612131915303,PTLQS,OPERADOR PARTICULAR,AVI√O,BEECH AIRCRAFT,C90,BE9L,TURBOHELICE,BIMOTOR,4377,ENTRE 2250 E 5700 KG,8,1981,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SDCO,SBPA,APROXIMA«√O FINAL,APPROACH,VOO PRIVADO,NENHUM,0,5/31/2019
201408168860592,PPHGB,AEROCLUBE,AVI√O,CIA AERONAUTICA PAULISTA,CAP-4,PAUL,PIST√O,MONOMOTOR,587,AT… 2250 KG,2,1947,BRASIL,BRASIL,PRI,INSTRU«√O,****,****,POUSO,LANDING,VOO DE INSTRU«√O,LEVE,0,5/31/2019
201110287583021,PPHGB,AEROCLUBE,AVI√O,CIA AERONAUTICA PAULISTA,CAP-4,PAUL,PIST√O,MONOMOTOR,587,AT… 2250 KG,2,1947,BRASIL,BRASIL,PRI,INSTRU«√O,****,****,POUSO,LANDING,VOO DE INSTRU«√O,LEVE,0,5/31/2019
201502212702756,PPHGB,AEROCLUBE,AVI√O,CIA AERONAUTICA PAULISTA,CAP-4,PAUL,PIST√O,MONOMOTOR,587,AT… 2250 KG,2,1947,BRASIL,BRASIL,PRI,INSTRU«√O,SBBP,SBBP,MANOBRA,MANEUVERING,VOO DE INSTRU«√O,SUBSTANCIAL,0,5/31/2019
201211263836259,PTRVH,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-810D,PA34,PIST√O,BIMOTOR,2155,AT… 2250 KG,7,1984,BRASIL,BRASIL,TPX,T¡XI A…REO,****,****,DECOLAGEM,TAKEOFF,T¡XI A…REO,NENHUM,0,5/31/2019
201507185762870,PTRVH,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-810D,PA34,PIST√O,BIMOTOR,2155,AT… 2250 KG,7,1984,BRASIL,BRASIL,TPX,T¡XI A…REO,SNTF,SBSV,POUSO,LANDING,T¡XI A…REO,NENHUM,0,5/31/2019
201506257195712,PTITT,OPERADOR PARTICULAR,AVI√O,PIPER AIRCRAFT,PA-31,PA31,PIST√O,BIMOTOR,2948,ENTRE 2250 E 5700 KG,8,1973,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SBMT,SDCO,DECOLAGEM,TAKEOFF,VOO PRIVADO,LEVE,0,5/31/2019
201102179556035,PTLQX,OPERADOR PARTICULAR,AVI√O,BEECH AIRCRAFT,95-B55,BE55,PIST√O,BIMOTOR,2313,ENTRE 2250 E 5700 KG,6,1980,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,****,****,CORRIDA APOS POUSO,LANDING,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
201305188272505,PTLPZ,OPERADOR PARTICULAR,AVI√O,CESSNA AIRCRAFT,500,C500,JATO,BIMOTOR,4921,ENTRE 2250 E 5700 KG,7,1972,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SDCO,SBMT,POUSO,LANDING,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
201209188685502,PTLJV,ORG√O P√öBLICO,AVI√O,CESSNA AIRCRAFT,T210L,C210,PIST√O,MONOMOTOR,1814,AT… 2250 KG,6,1982,ESTADOS UNIDOS,BRASIL,ADE,ADMINISTRA«√O DIRETA,****,****,MANOBRA,MANEUVERING,OPERA«√O POLICIAL,NENHUM,0,5/31/2019
201808101222578,PTLJV,ORG√O P√öBLICO,AVI√O,CESSNA AIRCRAFT,T210L,C210,PIST√O,MONOMOTOR,1814,AT… 2250 KG,6,1982,ESTADOS UNIDOS,BRASIL,ADE,ADMINISTRA«√O DIRETA,SBSL,SBSL,T¡XI,TAXI,OPERA«√O POLICIAL,LEVE,0,5/31/2019
201403224239083,PTLSJ,OPERADOR DE AERONAVE,AVI√O,LEARJET,35A,LJ35,JATO,BIMOTOR,8165,ACIMA DE 5700 KG,10,1978,CANAD√Å,BRASIL,TPX,T¡XI A…REO,****,****,CRUZEIRO,EN ROUTE,T¡XI A…REO,LEVE,0,5/31/2019
201305185335595,PTLSJ,OPERADOR DE AERONAVE,AVI√O,LEARJET,35A,LJ35,JATO,BIMOTOR,8165,ACIMA DE 5700 KG,10,1978,CANAD√Å,BRASIL,TPX,T¡XI A…REO,****,****,APROXIMA«√O FINAL,APPROACH,T¡XI A…REO,NENHUM,0,5/31/2019
201302061328346,PTLSJ,OPERADOR DE AERONAVE,AVI√O,LEARJET,35A,LJ35,JATO,BIMOTOR,8165,ACIMA DE 5700 KG,10,1978,CANAD√Å,BRASIL,TPX,T¡XI A…REO,****,****,CRUZEIRO,EN ROUTE,T¡XI A…REO,LEVE,0,5/31/2019
201312051160277,PTLSJ,OPERADOR DE AERONAVE,AVI√O,LEARJET,35A,LJ35,JATO,BIMOTOR,8165,ACIMA DE 5700 KG,10,1978,CANAD√Å,BRASIL,TPX,T¡XI A…REO,****,****,DESCIDA,EN ROUTE,T¡XI A…REO,LEVE,0,5/31/2019
201210161770333,PTLSJ,OPERADOR DE AERONAVE,AVI√O,LEARJET,35A,LJ35,JATO,BIMOTOR,8165,ACIMA DE 5700 KG,10,1978,CANAD√Å,BRASIL,TPX,T¡XI A…REO,****,****,CRUZEIRO,EN ROUTE,T¡XI A…REO,NENHUM,0,5/31/2019
201304169513053,PTLSJ,OPERADOR DE AERONAVE,AVI√O,LEARJET,35A,LJ35,JATO,BIMOTOR,8165,ACIMA DE 5700 KG,10,1978,CANAD√Å,BRASIL,TPX,T¡XI A…REO,****,****,SUBIDA,EN ROUTE,T¡XI A…REO,NENHUM,0,5/31/2019
201209185127093,PTLSJ,OPERADOR DE AERONAVE,AVI√O,LEARJET,35A,LJ35,JATO,BIMOTOR,8165,ACIMA DE 5700 KG,10,1978,CANAD√Å,BRASIL,TPX,T¡XI A…REO,****,****,SUBIDA,EN ROUTE,T¡XI A…REO,LEVE,0,5/31/2019
201401145307951,PTLSJ,OPERADOR DE AERONAVE,AVI√O,LEARJET,35A,LJ35,JATO,BIMOTOR,8165,ACIMA DE 5700 KG,10,1978,CANAD√Å,BRASIL,TPX,T¡XI A…REO,****,****,SUBIDA,EN ROUTE,T¡XI A…REO,NENHUM,0,5/31/2019
201310032800757,PTEYU,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-810C,PA34,PIST√O,BIMOTOR,2073,AT… 2250 KG,7,1979,BRASIL,BRASIL,TPX,T¡XI A…REO,****,****,CRUZEIRO,EN ROUTE,T¡XI A…REO,NENHUM,0,5/31/2019
200905273612921,PTEYU,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-810C,PA34,PIST√O,BIMOTOR,2073,AT… 2250 KG,7,1979,BRASIL,BRASIL,TPX,T¡XI A…REO,****,****,CORRIDA APOS POUSO,LANDING,T¡XI A…REO,LEVE,0,5/31/2019
201304237526059,PTEYU,OPERADOR DE AERONAVE,AVI√O,EMBRAER,EMB-810C,PA34,PIST√O,BIMOTOR,2073,AT… 2250 KG,7,1979,BRASIL,BRASIL,TPX,T¡XI A…REO,****,****,CORRIDA APOS POUSO,LANDING,T¡XI A…REO,NENHUM,0,5/31/2019
201603021746093,PTEYU,OPERADOR PARTICULAR,AVI√O,EMBRAER,EMB-810C,PA34,PIST√O,BIMOTOR,2073,AT… 2250 KG,7,1979,BRASIL,BRASIL,TPP,PARTICULAR,SSPX,SSPQ,DECOLAGEM,TAKEOFF,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
201303207212549,PTJRS,OPERADOR PARTICULAR,AVI√O,CESSNA AIRCRAFT,402B,C402,PIST√O,BIMOTOR,2858,ENTRE 2250 E 5700 KG,7,1974,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,****,****,T¡XI,TAXI,VOO PRIVADO,NENHUM,0,5/31/2019
